Key,,Id,Korean(ko),English(en)
MissionDesc9700411,,4.8417E+15,단골 손님이 결제 시 팁을 480회 주기,Receive tip from regular customer 480 times
MissionDesc9700412,,4.8417E+15,단골 손님이 결제 시 팁을 560회 주기,Receive tip from regular customer 560 times
MissionDesc9700413,,4.8417E+15,단골 손님이 결제 시 팁을 640회 주기,Receive tip from regular customer 640 times
MissionDesc9700414,,4.8417E+15,단골 손님이 결제 시 팁을 720회 주기,Receive tip from regular customer 720 times
MissionDesc9700415,,4.8417E+15,단골 손님이 결제 시 팁을 800회 주기,Receive tip from regular customer 800 times
MissionDesc9700416,,4.8417E+15,단골 손님이 결제 시 팁을 880회 주기,Receive tip from regular customer 880 times
MissionDesc9700417,,4.8417E+15,단골 손님이 결제 시 팁을 960회 주기,Receive tip from regular customer 960 times
MissionDesc9700418,,4.8417E+15,단골 손님이 결제 시 팁을 1040회 주기,Receive tip from regular customer 1040 times
MissionDesc9700419,,4.8417E+15,단골 손님이 결제 시 팁을 1120회 주기,Receive tip from regular customer 1120 times
MissionDesc9700420,,4.8417E+15,단골 손님이 결제 시 팁을 1200회 주기,Receive tip from regular customer 1200 times
MissionDesc9700501,,4.8417E+15,인플루언서가 매우 만족을 1회 띄우기,Influencer achieves 'Very Satisfied' 1 times
MissionDesc9700502,,4.8417E+15,인플루언서가 매우 만족을 3회 띄우기,Influencer achieves 'Very Satisfied' 3 times
MissionDesc9700503,,4.8417E+15,인플루언서가 매우 만족을 5회 띄우기,Influencer achieves 'Very Satisfied' 5 times
MissionDesc9700504,,4.8417E+15,인플루언서가 매우 만족을 10회 띄우기,Influencer achieves 'Very Satisfied' 10 times
MissionDesc9700505,,4.8417E+15,인플루언서가 매우 만족을 15회 띄우기,Influencer achieves 'Very Satisfied' 15 times
MissionDesc9700506,,4.8417E+15,인플루언서가 매우 만족을 30회 띄우기,Influencer achieves 'Very Satisfied' 30 times
MissionDesc9700507,,4.8417E+15,인플루언서가 매우 만족을 45회 띄우기,Influencer achieves 'Very Satisfied' 45 times
MissionDesc9700508,,4.8417E+15,인플루언서가 매우 만족을 60회 띄우기,Influencer achieves 'Very Satisfied' 60 times
MissionDesc9700509,,4.8417E+15,인플루언서가 매우 만족을 75회 띄우기,Influencer achieves 'Very Satisfied' 75 times
MissionDesc9700510,,4.8417E+15,인플루언서가 매우 만족을 90회 띄우기,Influencer achieves 'Very Satisfied' 90 times
MissionDesc9700511,,4.8417E+15,인플루언서가 매우 만족을 105회 띄우기,Influencer achieves 'Very Satisfied' 105 times
MissionDesc9700512,,4.8417E+15,인플루언서가 매우 만족을 120회 띄우기,Influencer achieves 'Very Satisfied' 120 times
MissionDesc9700513,,4.8417E+15,인플루언서가 매우 만족을 135회 띄우기,Influencer achieves 'Very Satisfied' 135 times
MissionDesc9700514,,4.8417E+15,인플루언서가 매우 만족을 150회 띄우기,Influencer achieves 'Very Satisfied' 150 times
MissionDesc9700515,,4.8417E+15,인플루언서가 매우 만족을 165회 띄우기,Influencer achieves 'Very Satisfied' 165 times
MissionDesc9700516,,4.8417E+15,인플루언서가 매우 만족을 180회 띄우기,Influencer achieves 'Very Satisfied' 180 times
MissionDesc9700517,,4.8417E+15,인플루언서가 매우 만족을 195회 띄우기,Influencer achieves 'Very Satisfied' 195 times
MissionDesc9700518,,4.8417E+15,인플루언서가 매우 만족을 210회 띄우기,Influencer achieves 'Very Satisfied' 210 times
MissionDesc9700519,,4.8417E+15,인플루언서가 매우 만족을 225회 띄우기,Influencer achieves 'Very Satisfied' 225 times
MissionDesc9700520,,4.8417E+15,인플루언서가 매우 만족을 240회 띄우기,Influencer achieves 'Very Satisfied' 240 times
MissionDesc9700601,,4.8417E+15,진상손님이 매우 만족을 1회 띄우기,Difficult customer achieves 'Very Satisfied' 1 times
MissionDesc9700602,,4.8417E+15,진상손님이 매우 만족을 3회 띄우기,Difficult customer achieves 'Very Satisfied' 3 times
MissionDesc9700603,,4.8417E+15,진상손님이 매우 만족을 5회 띄우기,Difficult customer achieves 'Very Satisfied' 5 times
MissionDesc9700604,,4.8417E+15,진상손님이 매우 만족을 10회 띄우기,Difficult customer achieves 'Very Satisfied' 10 times
MissionDesc9700605,,4.8417E+15,진상손님이 매우 만족을 15회 띄우기,Difficult customer achieves 'Very Satisfied' 15 times
MissionDesc9700606,,4.8417E+15,진상손님이 매우 만족을 30회 띄우기,Difficult customer achieves 'Very Satisfied' 30 times
MissionDesc9700607,,4.8417E+15,진상손님이 매우 만족을 45회 띄우기,Difficult customer achieves 'Very Satisfied' 45 times
MissionDesc9700608,,4.8417E+15,진상손님이 매우 만족을 60회 띄우기,Difficult customer achieves 'Very Satisfied' 60 times
MissionDesc9700609,,4.8417E+15,진상손님이 매우 만족을 75회 띄우기,Difficult customer achieves 'Very Satisfied' 75 times
MissionDesc9700610,,4.8417E+15,진상손님이 매우 만족을 90회 띄우기,Difficult customer achieves 'Very Satisfied' 90 times
MissionDesc9700611,,4.8417E+15,진상손님이 매우 만족을 105회 띄우기,Difficult customer achieves 'Very Satisfied' 105 times
MissionDesc9700612,,4.8417E+15,진상손님이 매우 만족을 120회 띄우기,Difficult customer achieves 'Very Satisfied' 120 times
MissionDesc9700613,,4.8417E+15,진상손님이 매우 만족을 135회 띄우기,Difficult customer achieves 'Very Satisfied' 135 times
MissionDesc9700614,,4.8417E+15,진상손님이 매우 만족을 150회 띄우기,Difficult customer achieves 'Very Satisfied' 150 times
MissionDesc9700615,,4.8417E+15,진상손님이 매우 만족을 165회 띄우기,Difficult customer achieves 'Very Satisfied' 165 times
MissionDesc9700616,,4.8417E+15,진상손님이 매우 만족을 180회 띄우기,Difficult customer achieves 'Very Satisfied' 180 times
MissionDesc9700617,,4.8417E+15,진상손님이 매우 만족을 195회 띄우기,Difficult customer achieves 'Very Satisfied' 195 times
MissionDesc9700618,,4.8417E+15,진상손님이 매우 만족을 210회 띄우기,Difficult customer achieves 'Very Satisfied' 210 times
MissionDesc9700619,,4.8417E+15,진상손님이 매우 만족을 225회 띄우기,Difficult customer achieves 'Very Satisfied' 225 times
MissionDesc9700620,,4.8417E+15,진상손님이 매우 만족을 240회 띄우기,Difficult customer achieves 'Very Satisfied' 240 times
MissionDesc9700701,,4.8417E+15,부정적 리뷰 1회 제거하기,Remove negative review 1 times
MissionDesc9700702,,4.8417E+15,부정적 리뷰 5회 제거하기,Remove negative review 5 times
MissionDesc9700703,,4.8417E+15,부정적 리뷰 10회 제거하기,Remove negative review 10 times
MissionDesc9700704,,4.8417E+15,부정적 리뷰 20회 제거하기,Remove negative review 20 times
MissionDesc9700705,,4.8417E+15,부정적 리뷰 40회 제거하기,Remove negative review 40 times
MissionDesc9700706,,4.8417E+15,부정적 리뷰 80회 제거하기,Remove negative review 80 times
MissionDesc9700707,,4.8417E+15,부정적 리뷰 120회 제거하기,Remove negative review 120 times
MissionDesc9700708,,4.8417E+15,부정적 리뷰 160회 제거하기,Remove negative review 160 times
MissionDesc9700709,,4.8417E+15,부정적 리뷰 200회 제거하기,Remove negative review 200 times
MissionDesc9700710,,4.8417E+15,부정적 리뷰 240회 제거하기,Remove negative review 240 times
MissionDesc9700711,,4.8417E+15,부정적 리뷰 280회 제거하기,Remove negative review 280 times
MissionDesc9700712,,4.8417E+15,부정적 리뷰 320회 제거하기,Remove negative review 320 times
MissionDesc9700713,,4.8417E+15,부정적 리뷰 360회 제거하기,Remove negative review 360 times
MissionDesc9700714,,4.8417E+15,부정적 리뷰 400회 제거하기,Remove negative review 400 times
MissionDesc9700715,,4.8417E+15,부정적 리뷰 440회 제거하기,Remove negative review 440 times
MissionDesc9700716,,4.8417E+15,부정적 리뷰 480회 제거하기,Remove negative review 480 times
MissionDesc9700717,,4.8417E+15,부정적 리뷰 520회 제거하기,Remove negative review 520 times
MissionDesc9700718,,4.8417E+15,부정적 리뷰 560회 제거하기,Remove negative review 560 times
MissionDesc9700719,,4.8417E+15,부정적 리뷰 600회 제거하기,Remove negative review 600 times
MissionDesc9700720,,4.8417E+15,부정적 리뷰 640회 제거하기,Remove negative review 640 times
MissionDesc9700801,,4.8417E+15,긍정적 리뷰 1회 받기,Receive positive review 1 times
MissionDesc9700802,,4.8417E+15,긍정적 리뷰 5회 받기,Receive positive review 5 times
MissionDesc9700803,,4.8417E+15,긍정적 리뷰 10회 받기,Receive positive review 10 times
MissionDesc9700804,,4.8417E+15,긍정적 리뷰 20회 받기,Receive positive review 20 times
MissionDesc9700805,,4.8417E+15,긍정적 리뷰 40회 받기,Receive positive review 40 times
MissionDesc9700806,,4.8417E+15,긍정적 리뷰 80회 받기,Receive positive review 80 times
MissionDesc9700807,,4.8417E+15,긍정적 리뷰 120회 받기,Receive positive review 120 times
MissionDesc9700808,,4.8417E+15,긍정적 리뷰 160회 받기,Receive positive review 160 times
MissionDesc9700809,,4.8417E+15,긍정적 리뷰 200회 받기,Receive positive review 200 times
MissionDesc9700810,,4.8417E+15,긍정적 리뷰 240회 받기,Receive positive review 240 times
MissionDesc9700811,,4.8417E+15,긍정적 리뷰 280회 받기,Receive positive review 280 times
MissionDesc9700812,,4.8417E+15,긍정적 리뷰 320회 받기,Receive positive review 320 times
MissionDesc9700813,,4.8417E+15,긍정적 리뷰 360회 받기,Receive positive review 360 times
MissionDesc9700814,,4.8417E+15,긍정적 리뷰 400회 받기,Receive positive review 400 times
MissionDesc9700815,,4.8417E+15,긍정적 리뷰 440회 받기,Receive positive review 440 times
MissionDesc9700816,,4.8417E+15,긍정적 리뷰 480회 받기,Receive positive review 480 times
MissionDesc9700817,,4.8417E+15,긍정적 리뷰 520회 받기,Receive positive review 520 times
MissionDesc9700818,,4.8417E+15,긍정적 리뷰 560회 받기,Receive positive review 560 times
MissionDesc9700819,,4.8417E+15,긍정적 리뷰 600회 받기,Receive positive review 600 times
MissionDesc9700820,,4.8417E+15,긍정적 리뷰 640회 받기,Receive positive review 640 times
MissionDesc9700901,,4.8417E+15,플레이어가 쓰레기 10회 줍기,Player picks up trash 10 times
MissionDesc9700902,,4.8417E+15,플레이어가 쓰레기 30회 줍기,Player picks up trash 30 times
MissionDesc9700903,,4.8417E+15,플레이어가 쓰레기 50회 줍기,Player picks up trash 50 times
MissionDesc9700904,,4.8417E+15,플레이어가 쓰레기 100회 줍기,Player picks up trash 100 times
MissionDesc9700905,,4.8417E+15,플레이어가 쓰레기 200회 줍기,Player picks up trash 200 times
MissionDesc9700906,,4.8417E+15,플레이어가 쓰레기 300회 줍기,Player picks up trash 300 times
MissionDesc9700907,,4.8417E+15,플레이어가 쓰레기 500회 줍기,Player picks up trash 500 times
MissionDesc9700908,,4.8417E+15,플레이어가 쓰레기 1000회 줍기,Player picks up trash 1000 times
MissionDesc9700909,,4.8417E+15,플레이어가 쓰레기 1500회 줍기,Player picks up trash 1500 times
MissionDesc9700910,,4.8417E+15,플레이어가 쓰레기 2000회 줍기,Player picks up trash 2000 times
MissionDesc9700911,,4.8417E+15,플레이어가 쓰레기 2500회 줍기,Player picks up trash 2500 times
MissionDesc9700912,,4.8417E+15,플레이어가 쓰레기 3000회 줍기,Player picks up trash 3000 times
MissionDesc9700913,,4.8417E+15,플레이어가 쓰레기 3500회 줍기,Player picks up trash 3500 times
MissionDesc9700914,,4.8417E+15,플레이어가 쓰레기 4000회 줍기,Player picks up trash 4000 times
MissionDesc9700915,,4.8417E+15,플레이어가 쓰레기 4500회 줍기,Player picks up trash 4500 times
MissionDesc9700916,,4.8417E+15,플레이어가 쓰레기 5000회 줍기,Player picks up trash 5000 times
MissionDesc9700917,,4.8417E+15,플레이어가 쓰레기 5500회 줍기,Player picks up trash 5500 times
MissionDesc9700918,,4.8417E+15,플레이어가 쓰레기 6000회 줍기,Player picks up trash 6000 times
MissionDesc9700919,,4.8417E+15,플레이어가 쓰레기 6500회 줍기,Player picks up trash 6500 times
MissionDesc9700920,,4.8417E+15,플레이어가 쓰레기 7000회 줍기,Player picks up trash 7000 times
Promotion950101Name,,5.10183E+15,SNS 홍보,Social Media Post
Promotion950101Description,,5.10183E+15,손님 유입 속도 증가,Faster Guest Flow
Promotion950201Name,,5.10183E+15,아이튜브 광고,YouTube Ads
Promotion950201Description,,5.10183E+15,손님 유입 속도 대폭 증가,Rapid Guest Flow
Promotion950301Name,,5.10183E+15,맛집 프로그램 출연,TV Food Show
Promotion950301Description,,5.10165E+15,직원 작업속도 및 이동속도 증가,Staff Speed Boost
Promotion950401Name,,5.10165E+15,스타셰프 초청,Star Chef Visit
Promotion950401Description,,5.10165E+15,두명 손님 등장 확률 증가,Double Guest Chance
Buff990100Name,,5.14365E+15,홍보의 달인,Social Media Master
Buff990100Description,,5.14365E+15,손님의 유입속도가 +50.0% 만큼 상승,Guest influx +50% faster
Buff990101Name,,5.14365E+15,입소문 폭발,Viral Explosion
Buff990101Description,,5.14365E+15,손님의 유입속도가 +75.0% 만큼 상승,Guest influx +75% faster
Buff990200Name,,5.14365E+15,속전 속결,Swift Hands
Buff990200Description,,5.14365E+15,직원의 작업 속도가 +50.0% 만큼 상승,Work speed +50%
Buff990300Name,,5.14365E+15,빠릿 빠릿,Quick Step Mode
Buff990300Description,,5.14365E+15,직원의 이동 속도가 +50.0% 만큼 상승,Staff move faster +50%
Buff990400Name,,5.14365E+15,핫플레이스,Hotspot
Buff990400Description,,5.14365E+15,2명 손님이 등장할 확률 증가,Increased chance of 2 customers appearing
Buff990500Name,,5.14365E+15,시간 도둑,Time Thief
Buff990500Description,,5.14365E+15,만족도 타이머 시간 50% 지연,Slows down the satisfaction timer by 50%
ManageStore,,6.55025E+15,매장 관리,Manage Store
0201001servingdelay,,왜 안 와요?,Where is it?,
1201001servingdelay,,배고파요~,So hungry~,
0201001paidverygood,,완전 맛있다!,So tasty!,
1201001paidverygood,,맛있었어요~,Yummy!,
0201001bad,,너무 늦었어요,Too late...,
1201001bad,,다음엔 빨리!,Next time fast,
0201002servingdelay,,조금 늦네요,Bit slow,
1201002servingdelay,,천천히 주세요,Take your time,
0201002paidverygood,,잘 먹었습니다,Great meal!,
1201002paidverygood,,감사합니다,Thanks!,
0201002bad,,다신 안 와요,No comeback,
1201002bad,,서비스 별로네,Not great,
0201003servingdelay,,비주얼 기대중,Looks good!,
1201003servingdelay,,조금 지치네,Bit tired,
0201003paidverygood,,감성 좋고 맛 좋고~,Pretty nice,
1201003paidverygood,,예쁘고 맛있다,Cute & Yummy,
0201003bad,,기분 상했어요,Kinda upset,
1201003bad,,좀 아쉬워요,A bit sad,
0201004servingdelay,,혹시 아직…?,Still not yet?,
1201004servingdelay,,아직도..?,Still…?,
0201004paidverygood,,맛있었어요,Yummy!,
1201004paidverygood,,감사했어요,Appreciate it,
0201004bad,,늦었지만 괜찮아요,It’s okay~,
1201004bad,,너무해요..,Too harsh,
0201005servingdelay,,괜찮아요~,No prob~,
1201005servingdelay,,많이 바쁘시죠?,"Busy, huh?",
0201005paidverygood,,정말 감사해요,So thankful!,
1201005paidverygood,,잘 먹었습니다,Great meal!,
0201005bad,,다음엔 더 빨리요,Next time fast,
1201005bad,,괜찮아요~,It’s fine~,
0201006servingdelay,,언제 나와요?,When’s it?,
1201006servingdelay,,기다리기 귀찮아,So annoying,
0201006paidverygood,,잘 먹었어요,Good food!,
1201006paidverygood,,맛있네요,Tasty~,
0201006bad,,시간 낭비…,Wasted time,
1201006bad,,좀 실망,Bit off,
0201007servingdelay,,음식 왜 안 와요?,Where’s food?,
1201007servingdelay,,서둘러요!,Hurry now!,
0201007paidverygood,,시간 딱 맞췄다,Right on time,
1201007paidverygood,,고마워요!,Thank you,
0201007bad,,늦었어요!,Too slow!,
1201007bad,,다음엔 빨리!,Faster next,
0201008servingdelay,,조리가 잘 됐을까?,Cooked right?,
1201008servingdelay,,맛 균형 중요한데..,Flavor ,
0201008paidverygood,,괜찮았어요,Not bad,
1201008paidverygood,,다시 올게요,Come again,
0201008bad,,기대 이하에요,Below avg,
1201008bad,,식감이 별로네요,Odd texture,
0201009servingdelay,,"음식, 늦는다?",Late again?,
1201009servingdelay,,언제?,When?,
0201009paidverygood,,"맛있다, 고맙다","Tasty, thx",
1201009paidverygood,,"다음, 또 온다",Back again,
0201009bad,,기분 상했다,I’m hurt,
1201009bad,,실망이다,So bad,
0201010servingdelay,,아직이죠?,Still out?,
1201010servingdelay,,늦었나…,Late again?,
0201010paidverygood,,음… 맛있네?,Mmm… tasty?,
1201010paidverygood,,잘 먹긴 했네,Pretty fine,
0201010bad,,기대 이하네,Less than good,
1201010bad,,실망…,Too bad…,
0201011servingdelay,,기다릴게요,Will wait!,
1201011servingdelay,,괜찮아요~,It’s fine~,
0201011paidverygood,,좋았어요~,Nice meal!,
1201011paidverygood,,만족합니다,So pleased,
0201011bad,,조금 아쉬워요,Not perfect,
1201011bad,,더 빨랐으면~,Bit faster~,
0201012servingdelay,,왜 이리 늦어요?,Why so late?,
1201012servingdelay,,이건 좀 아니죠,This ain’t it,
0201012paidverygood,,맛은 좋네요,Taste is fine,
1201012paidverygood,,괜찮긴 하네,Sort of ok,
0201012bad,,좀 너무 하네요,Too much,
1201012bad,,이러면 곤란해요,This is bad,
0201013servingdelay,,배고프다~,So hungry~,
1201013servingdelay,,웃음기 빠져요~,No smile~,
0201013paidverygood,,행복해요!,I'm happy!,
1201013paidverygood,,입 즐거워~,Yum & joy,
0201013bad,,농담 그만~,No more joke,
1201013bad,,슬퍼도 웃어~,Sad but smile,
0201101servingdelay,,기다릴게요,I'll wait~,
1201101servingdelay,,바쁘죠 이해해요,I get it!,
0201101paidverygood,,잘 먹었어요,Tasted great,
1201101paidverygood,,또 올게요~,I'll be back!,
0201101bad,,좀 늦었네요,Bit late...,
1201101bad,,그래도 고생했어요,Thanks anyway,
0201102servingdelay,,배고픈데 흠!!,So hungry!,
1201102servingdelay,,아직 멀었나?,Not yet?,
0201102paidverygood,,맛은 있었소!,Tasted fine,
1201102paidverygood,,루틴대로 식사!,Just routine,
0201102bad,,기대했는데,Was hoping more,
1201102bad,,실망했소,What a shame,
0201201servingdelay,,다들 바쁜가보군,Looks busy...,
1201201servingdelay,,무난했습니다,It was fine,
0201201paidverygood,,맛 괜찮군요,Pretty good,
1201201paidverygood,,너무 기다렸어요,Waited too long,
0201201bad,,아쉬움이 남네요,Still lacking,
1201201bad,,준비되면 주세요,Let me know,
0201202servingdelay,,오늘 좀 밀리네요?,Bit delayed?,
1201202servingdelay,,배가 꼬르륵~,My tummy growls,
0201202paidverygood,,맛 인정이죠~,Approved!,
1201202paidverygood,,이거야!,This is it!,
0201202bad,,속도가 아쉬워요,Too slow...,
1201202bad,,늦었지만 봐드려요!,I’ll let it go,
0201301servingdelay,,기대감 끊기지 않길,Keep the mood!,
1201301servingdelay,,기다림의 미학...,Art of waiting,
0201301paidverygood,,아름다운 조화!,Nice combo!,
1201301paidverygood,,여운이 남네요,Loved it!,
0201301bad,,감동 부족해…,No emotion,
1201301bad,,완성도 아쉬네,Could be better,
0201302servingdelay,,조금 늦네요,Little delay,
1201302servingdelay,,사정 있겠죠,Stuff happens,
0201302paidverygood,,훌륭합니다!,Well done!,
1201302paidverygood,,만족스럽군요,I'm pleased,
0201302bad,,약간 아쉬워요,A bit bland,
1201302bad,,다음엔 나아지길,Hope next time,
0201401order,,무드 좋다…,Nice vibes,
1201401order,,오늘 피드는 여기!,Feed of the day,
0201401servingdelay,,텐션 끊기면 안돼,Don’t lose pace,
1201401servingdelay,,타이밍 중요해요,Timing counts,
0201401paidverygood,,사진 저장할게요!,Saved the shot!,
1201401paidverygood,,너무 예뻐요~,So pretty~,
0201401bad,,무드 깨졌어요,Mood broke..,
1201401bad,,피드 못 써요,No feed now,
0201501order,,먹방 각이에요!,Time to film!,
1201501order,,리뷰 기대해요!,Review time!,
0201501servingdelay,,구독자 분들~,"Hey, subs!",
1201501servingdelay,,이러면 곤란해요~,This ain't it,
0201501paidverygood,,컨텐츠 확보!,Content saved!,
1201501paidverygood,,대박!,Huge hit!,
0201501bad,,편집 불가 ㅠ,Can’t edit,
1201501bad,,반응이 걱정…,Viewers worry..,
0201502order,,조명 구도 굿,Lighting good,
1201502order,,컬러 톤 좋네요,Color looks nice,
0201502servingdelay,,컷 안 맞음!,Bad angle,
1201502servingdelay,,흐름 깨지네요,Lost the flow,
0201502paidverygood,,구성 매끄럽네요,Nice layout,
1201502paidverygood,,방송국에 보낼게요,I’ll send it!,
0201502bad,,템포 아쉬워요,Tempo off,
1201502bad,,편집 잘 될까?,Will this cut?,
0201503order,,기대 안 해요,No hopes..,
1201503order,,놀라게 해봐요,Impress me!,
0201503servingdelay,,이 속도는 별로야,This is slow,
1201503servingdelay,,서비스 별로군,Bad service,
0201503paidverygood,,인정합니다,Agreed!,
1201503paidverygood,,완성도 높네요,Top class!,
0201503bad,,맛은 좋지만..,Good but slow,
1201503bad,,이런 식은 안돼요,This won’t do,
0201601order,,"야, 빨리 줘",Hurry up!,
1201601order,,대충하면 혼나,Sloppy work!,
0201601servingdelay,,왜 안 나와?,Where is it?,
1201601servingdelay,,언제 줄 건데,When is it?,
0201601paidverygood,,그럭저럭이다,So So,
1201601paidverygood,,다음엔 똑바로 해,Do better!,
0201601bad,,짜증 나네,Annoying!,
1201601bad,,다신 안 와,I'm done!,
0202001servingdelay,,배고파요,So hungry~,
1202001servingdelay,,언제 나와요?,When’s it here?,
0202001paidverygood,,맛있어요!,Tastes good!,
1202001paidverygood,,최고예요!,It’s the best!,
0202001bad,,아쉬워요,Bit off...,
1202001bad,,좀 별로예요,Not great...,
0202002servingdelay,,늦네요,Kinda late.,
1202002servingdelay,,지연됐네요,It got delayed,
0202002paidverygood,,좋았어요,Great meal,
1202002paidverygood,,감사합니다,Thanks!,
0202002bad,,기대 이하군요,Less than hoped,
1202002bad,,서비스 아쉬워요,Service meh...,
0202003servingdelay,,기다림도 예술?,Waiting is art?,
1202003servingdelay,,시간 멈춘 듯,Time has stopped?,
0202003paidverygood,,감성 충전 완료,Feels deep~,
1202003paidverygood,,여운 남네요,It lingers~,
0202003bad,,감동 없었어요,No impact..,
1202003bad,,마무리 아쉬워요,Weak ending,
0202004servingdelay,,잊으신 건 아니죠?,You forgot me?,
1202004servingdelay,,조금 더 기다릴게요.,I’ll wait more,
0202004paidverygood,,맛있었어요~,Enjoyed it!,
1202004paidverygood,,단골 될래요.,My new spot,
0202004bad,,괜찮지만 아쉬워요.,Good but off,
1202004bad,,다음엔 더 잘해요,Next time better,
0202005servingdelay,,늦어도 괜찮아요~,Late is okay,
1202005servingdelay,,천천히 괜찮아요~,Take your time,
0202005paidverygood,,대접받는 느낌~,Felt special,
1202005paidverygood,,즐거운 식사!,Fun meal!,
0202005bad,,별로였어요~,Not great,
1202005bad,,아쉬운 맛이에요~,Lack of taste,
0202006servingdelay,,오래 걸리나요?,Will it take long?,
1202006servingdelay,,배고픈데 귀찮아~,Hangry now,
0202006paidverygood,,복잡한 건 싫어요,No fuss plz,
1202006paidverygood,,간단하게 해줘요,Keep it easy,
0202006bad,,다시 오긴 싫다~,Won’t come back,
1202006bad,,그냥 그래요~,It’s okay,
0202007servingdelay,,시간 촉박해요,In a hurry,
1202007servingdelay,,지각하겠어요!,Running late!,
0202007paidverygood,,최대한 빨리요!,Fast as poss,
1202007paidverygood,,서둘러주세요!,Hurry please,
0202007bad,,서빙 느려요,Too slow,
1202007bad,,시간 아깝네요,Wasted time,
0202008servingdelay,,타이밍 중요!,Timing key,
1202008servingdelay,,예정보다 늦음,Slight delay,
0202008paidverygood,,시도는 좋았어요,Nice try,
1202008paidverygood,,제 취향은 아녜요,Not my taste,
0202008bad,,퀄리티 아쉬워요,Lack quality,
1202008bad,,기준 미달이에요,Below par,
0202009servingdelay,,늦어,Late,
1202009servingdelay,,지연,Delayed,
0202009paidverygood,,응,Yup,
1202009paidverygood,,아니,Nope,
0202009bad,,별로,Meh,
1202009bad,,실망,Letdown,
0202010servingdelay,,아직인가요?,Still out?,
1202010servingdelay,,언제쯤…,When’s it up?,
0202010paidverygood,,정신 번쩍!,Shocked!,
1202010paidverygood,,맛있네요,Tastes good,
0202010bad,,기억 안 나요,Can’t recall,
1202010bad,,뭐였더라…,What was it?,
0202011servingdelay,,여유롭게 기다릴게요,Waiting’s fine,
1202011servingdelay,,느긋해요~,I’m chill~,
0202011paidverygood,,차분해져요,So calm~,
1202011paidverygood,,편안하네요,So cozy~,
0202011bad,,기대보단 별로,Not as hoped,
1202011bad,,조금 아쉬워요~,Bit lacking,
0202012servingdelay,,왜 이리 늦죠?,Why so slow?,
1202012servingdelay,,이건 아니죠,This is bad,
0202012paidverygood,,맛 괜찮아요,Tastes okay,
1202012paidverygood,,생각보단 좋아요,Surprised me,
0202012bad,,그저 그래요,Kinda mid,
1202012bad,,기대했는데 실망,Quite a letdown,
0202013servingdelay,,음식 어디갔죠?,Where’s food?,
1202013servingdelay,,기다리다 농담 나와요~,Tired of wait,
0202013paidverygood,,조합 좋다!,Nice match!,
1202013paidverygood,,맛에 유머~,Humor in taste,
0202013bad,,리뷰감은 아님,Not for review,
1202013bad,,유머도 안 나와,No laughs left,
0202101servingdelay,,조금 늦네요~,Bit delayed~,
1202101servingdelay,,익숙해져야죠,Getting used~,
0202101paidverygood,,기대하고 왔어요,I expected more,
1202101paidverygood,,믿고 옵니다,I trust you,
0202101bad,,아쉬웠어요,Bit lacking,
1202101bad,,다음엔 기대할게요,"Next time, hope",
0202102servingdelay,,이 속도면 별로,Too slow...,
1202102servingdelay,,배고프다고!,So hungry!,
0202102paidverygood,,최고였어요!,The best!,
1202102paidverygood,,잘 먹었어요~,Well eaten!,
0202102bad,,이번엔 별로였네,Not so great,
1202102bad,,다음엔 잘해봅시다,Let’s do better,
0202201servingdelay,,계획에 차질이 생기겠군,Off schedule...,
1202201servingdelay,,시간 배분이 아쉽군요,Timing off,
0202201paidverygood,,일정대로 움직이겠군,Running on plan,
1202201paidverygood,,불필요한 변수를 줄였네,Cut distractions,
0202201bad,,기대 대비 실망이군,Underwhelming,
1202201bad,,내 기준을 맞춰와요,Meet my bar,
0202202servingdelay,,좀 늦었네요~,A bit late~,
1202202servingdelay,,오늘은 여유롭게~,Take it slow~,
0202202paidverygood,,맛있으면 장땡이죠,Tasty wins!,
1202202paidverygood,,이거 완전 제 스타일!,My full style,
0202202bad,,오늘은 좀 별로네요~,Bit lacking,
1202202bad,,다음엔 나아지겠죠,Better next time,
0202301servingdelay,,감정 끊기겠어요,Mood dropped,
1202301servingdelay,,흐름이 어긋났어요,Off tempo,
0202301paidverygood,,구성이 예술 같아요,Looks like art,
1202301paidverygood,,창의적인 시도 좋네요,Creative try,
0202301bad,,감각이 흐트러졌네요,Messy vibe,
1202301bad,,감정선이 끊겼어요,Mood lost..,
0202302servingdelay,,조금 느리군요,Little slow,
1202302servingdelay,,기다림은 예의가 아닌데,Wait’s rude,
0202302paidverygood,,가게 운영 좋네요,Nice biz!,
1202302paidverygood,,밸런스가 좋군,Well balanced,
0202302bad,,좋지 않군요,Not good,
1202302bad,,세련미가 부족했습니다,Lacked polish,
0202401order,,오늘 피드는 이거!,This is Feed!,
1202401order,,이 조명 완벽해요,Great lighting,
0202401servingdelay,,피드 끊기겠어요~,Feed ruined,
1202401servingdelay,,인스타 사진이 안 나와,No photo ㅠ,
0202401paidverygood,,완벽한 구도에요,Nice frame,
1202401paidverygood,,감성 충전 완료,Aesthetic!,
0202401bad,,피드감이 없었어요~,Not feedable,
1202401bad,,콘텐츠화 어렵겠네요,Hard to clip,
0202501order,,여러분 기대하세요~,Coming soon!,
1202501order,,먹방 시작합니다,Let’s mukbang!,
0202501servingdelay,,이걸 어쩌면 좋아 ㅠ,Oh no.. :(,
1202501servingdelay,,편집 난이도 올라가요~,Edit’s tough,
0202501paidverygood,,편집 잘 나올 것 같아,Might work!,
